,F_MAMH,F_MANH,F_SISO,F_TCPHONG
3129,ME4327,A01,9000.0,.
3130,ME4327,CC01,9000.0,.
3131,ME4327,L01,9000.0,.
3132,ME4337,L01,9000.0,.
3133,ME4347,L01,9000.0,.
3134,ME4357,L01,9000.0,.
3135,ME4367,L01,9000.0,.
3136,ME4377,CC01,9000.0,.
3137,ME4377,L01,9000.0,.
3138,ME4387,CC01,9000.0,.
3139,ME4387,L01,9000.0,.
3140,ME4607,L01,60.0,LH
3141,ME5017,A01,9000.0,.
3142,ME5077,CH01,80.0,QT
3143,ME5079,CH01,56.0,QT
3144,ME5081,CH01,40.0,QT
3145,ME5091,CH01,50.0,QT
3146,ME5109,CH01,80.0,QT
3147,ME5111,CH01,80.0,QT
3148,ME5115,CH01,30.0,C4
3149,ME5121,CH01,80.0,QT
3150,ME5151,CH01,40.0,QT
3151,ME5191,CH01,80.0,.
3152,ME5199,CH01,80.0,.
3153,ME5203,CH01,80.0,.
3154,ME5207,CH01,80.0,QT
3155,ME5209,CH01,80.0,QT
3156,ME5227,CH01,80.0,.
3157,ME5229,CH01,80.0,.
3158,ME5231,CH01,80.0,QT
3159,ME5233,CH01,60.0,QT
3160,ME5235,CH01,80.0,QT
3161,ME5241,CH01,80.0,.
3162,ME5243,CH01,80.0,.
3163,ME5245,CH01,80.0,.
3164,ME5251,CH01,80.0,.
3165,ME5271,CH01,56.0,QT
3166,ME5273,CH01,60.0,QT
3167,MT1005,A01,120.0,QG
3168,MT1005,CC01,140.0,QG
3169,MT1005,CC02,140.0,QG
3170,MT1005,CC03,140.0,QG
3171,MT1005,CC04,140.0,QG
3172,MT1005,CC05,140.0,QG
3173,MT1005,CC06,140.0,QG
3174,MT1005,CC07,140.0,QG
3175,MT1005,CC08,140.0,QG
3176,MT1005,CC09,140.0,QG
3177,MT1005,CC10,140.0,QG
3178,MT1005,CC11,140.0,QG
3179,MT1005,L01,300.0,HG
3180,MT1005,L02,320.0,HG
3181,MT1005,L03,300.0,HG
3182,MT1005,L04,300.0,HG
3183,MT1005,L05,300.0,HG
3184,MT1005,L06,320.0,HG
3185,MT1005,L07,320.0,HG
3186,MT1005,L08,320.0,HG
3187,MT1005,L09,320.0,HG
3188,MT1005,L10,320.0,HG
3189,MT1005,L11,300.0,HG
3190,MT1005,L12,300.0,HG
3191,MT1005,L13,300.0,HG
3192,MT1005,L14,300.0,HG
3193,MT1007,A01,80.0,QT
3194,MT1007,A02,80.0,QT
3195,MT1007,CC01,140.0,QG
3196,MT1007,CC02,140.0,QG
3197,MT1007,CC03,140.0,QG
3198,MT1007,CC04,140.0,QG
3199,MT1007,CC05,140.0,QG
3200,MT1007,CC06,140.0,QG
3201,MT1007,CC07,140.0,QG
3202,MT1007,CC08,140.0,QG
3203,MT1007,CC09,140.0,QG
3204,MT1007,L01,280.0,HG
3205,MT1007,L02,280.0,HG
3206,MT1007,L03,280.0,HG
3207,MT1007,L04,280.0,HG
3208,MT1007,L05,280.0,HG
3209,MT1007,L06,280.0,HG
3210,MT1007,L07,280.0,HG
3211,MT1009,A01,80.0,QT
3212,MT1009,A02,80.0,QT
3213,MT1009,CC01,90.0,QT
3214,MT1009,CC03,90.0,QT
3215,MT1009,CC04,80.0,QT
3216,MT1009,CC05,80.0,QT
3217,MT1009,L01,140.0,LH
3218,MT1009,L02,140.0,LH
3219,MT1009,L03,140.0,LH
3220,MT1009,L04,140.0,LH
3221,MT1009,L05,140.0,LH
3222,MT1009,L06,140.0,LH
3223,MT1009,L07,140.0,LH
3224,MT1009,L08,140.0,LH
3225,MT1009,L09,140.0,LH
3226,MT1009,L10,140.0,LH
3227,MT1009,L11,140.0,LH
3228,MT1013,A01,80.0,QT
3229,MT1013,A02,80.0,QT
3230,MT1013,A03,80.0,QT
3231,MT1021,CC01,80.0,QT
3232,MT1021,CC02,80.0,QT
3233,MT1021,CC03,80.0,QT
3234,MT1023,CC01,120.0,QG
3235,MT1023,CC02,120.0,QG
3236,MT2011,A01,80.0,QT
3237,MT2011,A02,80.0,QT
3238,MT2011,A03,80.0,QT
3239,MT2013,A01,80.0,QT
3240,MT2013,A02,80.0,QT
3241,MT2013,A03,80.0,QT
3242,MT2013,A04,80.0,QT
3243,MT2013,CC01,120.0,QG
3244,MT2013,CC02,120.0,QG
3245,MT2013,CC03,120.0,QG
3246,MT2013,CC04,120.0,QG
3247,MT2013,CC05,120.0,QG
3248,MT2013,CC06,120.0,QG
3249,MT2013,CC08,120.0,QG
3250,MT2013,L01,140.0,LH
3251,MT2013,L02,140.0,LH
3252,MT2013,L03,140.0,LH
3253,MT2013,L04,140.0,LH
3254,MT2013,L05,140.0,LH
3255,MT2013,L06,140.0,LH
3256,MT2013,L07,140.0,LH
3257,MT2013,L08,140.0,LH
3258,MT2013,L09,140.0,LH
3259,MT2013,L10,140.0,LH
3260,MT2013,L11,140.0,LH
3261,MT2013,L12,140.0,LH
3262,MT2015,CC01,80.0,QT
3263,PH1005,A01,80.0,QT
3264,PH1005,CC01,80.0,QT
3265,PH1005,CC02,80.0,QT
3266,PH1005,CC03,80.0,QT
3267,PH1005,CC04,80.0,QT
3268,PH1005,CC05,80.0,QT
3269,PH1005,L01,140.0,LH
3270,PH1005,L02,140.0,LH
3271,PH1005,L03,140.0,LH
3272,PH1005,L04,140.0,LH
3273,PH1005,L05,140.0,LH
3274,PH1005,L06,140.0,LH
3275,PH1005,L07,140.0,LH
3276,PH1005,L08,140.0,LH
3277,PH1007,A01,25.0,LY
3278,PH1007,A02,25.0,LY
3279,PH1007,A03,25.0,LY
3280,PH1007,A04,25.0,LY
3281,PH1007,CC01,25.0,LY
3282,PH1007,CC02,25.0,LY
3283,PH1007,CC03,25.0,LY
3284,PH1007,CC04,25.0,LY
3285,PH1007,CC05,25.0,LY
3286,PH1007,CC06,25.0,LY
3287,PH1007,CC07,25.0,LY
3288,PH1007,CC08,25.0,LY
3289,PH1007,CC09,25.0,LY
3290,PH1007,CC10,25.0,LY
3291,PH1007,CC11,25.0,LY
3292,PH1007,CC12,25.0,LY
3293,PH1007,CC13,25.0,LY
3294,PH1007,CC14,25.0,LY
3295,PH1007,CC15,25.0,LY
3296,PH1007,CC16,25.0,LY
3297,PH1007,CC17,25.0,LY
3298,PH1007,CC18,25.0,LY
3299,PH1007,CC19,25.0,LY
3300,PH1007,CC20,25.0,LY
3301,PH1007,CC21,25.0,LY
3302,PH1007,CC22,25.0,LY
3303,PH1007,CC23,25.0,LY
3304,PH1007,CC24,25.0,LY
3305,PH1007,CC25,25.0,LY
3306,PH1007,CC26,25.0,LY
3307,PH1007,CC27,25.0,LY
3308,PH1007,CC28,25.0,LY
3309,PH1007,CC29,25.0,LY
3310,PH1007,CC30,25.0,LY
3311,PH1007,CC31,25.0,LY
3312,PH1007,CC32,25.0,LY
3313,PH1007,CC33,25.0,LY
3314,PH1007,CC34,25.0,LY
3315,PH1007,CC35,25.0,LY
3316,PH1007,CC36,25.0,LY
3317,PH1007,CC37,25.0,LY
3318,PH1007,CC38,25.0,LY
3319,PH1007,CC39,25.0,LY
3320,PH1007,CC40,25.0,LY
3321,PH1007,CC41,25.0,LY
3322,PH1007,CC42,25.0,LY
3323,PH1007,CC43,25.0,LY
3324,PH1007,L01,60.0,HL
3325,PH1007,L02,60.0,HL
3326,PH1007,L03,60.0,HL
3327,PH1007,L04,60.0,HL
3328,PH1007,L05,60.0,HL
3329,PH1007,L06,60.0,HL
3330,PH1007,L07,60.0,HL
3331,PH1007,L08,60.0,HL
3332,PH1007,L09,60.0,HL
3333,PH1007,L10,60.0,HL
3334,PH1007,L11,60.0,HL
3335,PH1007,L12,60.0,HL
3336,PH1007,L13,60.0,HL
3337,PH1007,L14,60.0,HL
3338,PH1007,L15,60.0,HL
3339,PH1007,L16,60.0,HL
3340,PH1007,L17,60.0,HL
3341,PH1007,L18,60.0,HL
3342,PH1007,L19,60.0,HL
3343,PH1007,L20,60.0,HL
3344,PH1007,L21,60.0,HL
3345,PH1007,L22,60.0,HL
3346,PH1007,L23,60.0,HL
3347,PH1007,L24,60.0,HL
3348,PH1007,L25,60.0,HL
3349,PH1007,L26,60.0,HL
3350,PH1007,L27,60.0,HL
3351,PH1007,L28,60.0,HL
3352,PH1007,L29,60.0,HL
3353,PH1007,L30,60.0,HL
3354,PH1007,L31,60.0,HL
3355,PH1007,L32,60.0,HL
3356,PH1007,L33,60.0,HL
3357,PH1007,L34,60.0,HL
3358,PH1007,L35,60.0,HL
3359,PH1009,A01,80.0,QT
3360,PH1009,A02,80.0,QT
3361,PH1009,A03,80.0,QT
3362,PH1010,A01,80.0,QT
3363,PH1010,A02,80.0,QT
3364,PH1010,A03,80.0,QT
3365,PH1013,CC01,80.0,QT
3366,PH1013,CC02,80.0,QT
3367,PH1013,CC03,80.0,QT
3368,SK1003,A01,30.0,Q1
3369,SK1003,A02,30.0,Q1
3370,SK1003,A03,30.0,Q1
3371,SK1003,A04,30.0,Q1
3372,SK1003,CC01,30.0,Q1
3373,SK1003,CC02,30.0,Q1
3374,SK1003,CC03,30.0,Q1
3375,SK1003,CC04,30.0,Q1
3376,SK1003,CC05,30.0,Q1
3377,SK1003,CC06,30.0,Q1
3378,SK1003,CC07,30.0,Q1
3379,SK1003,CC08,30.0,Q1
3380,SK1003,CC09,30.0,Q1
3381,SK1003,CC10,30.0,Q1
3382,SK1003,CC11,30.0,Q1
3383,SK1003,CC12,30.0,Q1
3384,SK1003,CC13,30.0,Q1
3385,SK1003,CC14,30.0,Q1
3386,SK1003,CC15,30.0,Q1
3387,SK1003,CC16,30.0,Q1
3388,SK1003,CC17,30.0,Q1
3389,SK1003,CC18,30.0,Q1
3390,SK1003,CC19,30.0,Q1
3391,SK1003,CC20,30.0,Q1
3392,SK1003,CC21,30.0,Q1
3393,SK1003,CC22,30.0,Q1
3394,SK1003,CC23,30.0,Q1
3395,SK1003,CC24,30.0,Q1
3396,SK1003,CC25,30.0,Q1
3397,SK1003,CC26,30.0,Q1
3398,SK1003,CC27,30.0,Q1
3399,SK1003,CC28,30.0,Q1
3400,SK1003,CC29,30.0,Q1
3401,SK1003,CC30,30.0,Q1
3402,SK1003,CC31,30.0,Q1
3403,SK1003,CC32,30.0,Q1
3404,SK1003,CC33,30.0,Q1
3405,SK1003,CC34,30.0,Q1
3406,SK1003,CC35,30.0,Q1
3407,SK1003,CC36,30.0,Q1
3408,SK1003,CC37,30.0,Q1
3409,SK1003,CC38,30.0,Q1
3410,SK1003,CC39,30.0,Q1
3411,SK1003,CC40,30.0,Q1
3412,SK1003,CC41,30.0,Q1
3413,SK1003,CC42,30.0,Q1
3414,SK1003,CC43,30.0,Q1
3415,SK1003,CC44,30.0,Q1
3416,SK1003,CC45,30.0,Q1
3417,SK1003,CC46,30.0,Q1
3418,SK1003,CC47,30.0,Q1
3419,SK1003,CC48,30.0,Q1
3420,SK1003,CC49,30.0,Q1
3421,SK1003,CC50,30.0,Q1
3422,SK1003,CC51,30.0,Q1
3423,SK1003,CC52,30.0,Q1
3424,SK1003,CC53,30.0,Q1
3425,SK1003,CC54,30.0,Q1
3426,SK1003,CC55,30.0,Q1
3427,SK1003,CC56,30.0,Q1
3428,SK1003,CC57,30.0,Q1
3429,SK1003,CC58,30.0,Q1
3430,SK1003,CC59,30.0,Q1
3431,SP1007,A01,120.0,QG
3432,SP1007,A03,120.0,QG
3433,SP1007,A04,120.0,QG
3434,SP1007,CC01,120.0,QG
3435,SP1007,CC02,120.0,QG
3436,SP1007,CC03,120.0,QG
3437,SP1007,CC04,120.0,QG
3438,SP1007,CC07,120.0,QG
3439,SP1007,CC08,120.0,QG
3440,SP1007,CC09,121.0,GD
3441,SP1007,CC10,120.0,QG
3442,SP1007,L01,320.0,HG
3443,SP1007,L02,320.0,HG
3444,SP1007,L03,320.0,HG
3445,SP1007,L04,320.0,HG
3446,SP1007,L08,320.0,HG
3447,SP1007,L09,320.0,HG
3448,SP1031,A01,120.0,QG
3449,SP1031,A02,120.0,QG
3450,SP1031,A03,120.0,QG
3451,SP1031,CC02,120.0,GD
3452,SP1031,CC03,140.0,QG
3453,SP1031,L01,140.0,LH
3454,SP1031,L02,140.0,LH
3455,SP1031,L03,140.0,LH
3456,SP1031,L04,140.0,LH
3457,SP1031,L05,140.0,LH
3458,SP1031,L07,140.0,LH
3459,SP1031,L08,140.0,LH
3460,SP1031,L10,140.0,LH
3461,SP1033,A01,140.0,QG
3462,SP1033,A02,140.0,QG
3463,SP1033,CC01,140.0,QG
3464,SP1033,CC02,140.0,QG
3465,SP1033,CC03,140.0,QG
3466,SP1033,CC04,140.0,QG
3467,SP1033,CC05,140.0,QG
3468,SP1033,CC06,140.0,QG
3469,SP1033,CC07,140.0,QG
3470,SP1033,CC08,140.0,QG
3471,SP1033,L01,320.0,HG
3472,SP1033,L02,320.0,HG
3473,SP1033,L03,320.0,HG
3474,SP1033,L04,320.0,HG
3475,SP1033,L05,320.0,HG
3476,SP1033,L06,320.0,HG
3477,SP1035,A01,120.0,QG
3478,SP1035,A02,120.0,QG
3479,SP1035,CC01,120.0,QG
3480,SP1035,CC02,120.0,QG
3481,SP1035,L01,140.0,LH
3482,SP1035,L02,140.0,LH
3483,SP1035,L03,140.0,LH
3484,SP1035,L04,140.0,LH
3485,SP1035,L05,140.0,LH
3486,SP1035,L06,140.0,LH
3487,SP1035,L07,140.0,LH
3488,SP1035,L09,140.0,LH
3489,SP1035,L10,140.0,LH
3490,SP1037,A01,120.0,QG
3491,SP1037,A02,120.0,QG
3492,SP1037,CC01,120.0,QG
3493,SP1037,CC02,120.0,QG
3494,SP1037,L01,140.0,LH
3495,SP1037,L02,140.0,LH
3496,SP1037,L03,140.0,LH
3497,SP1037,L04,140.0,LH
3498,SP1037,L05,140.0,LH
3499,SP1037,L06,140.0,LH
3500,SP1037,L07,140.0,LH
3501,SP1037,L08,140.0,LH
3502,SP1037,L09,140.0,LH
3503,SP1039,A01,120.0,QG
3504,SP1039,A02,120.0,QG
3505,SP1039,CC01,140.0,QG
3506,SP1039,CC02,140.0,QG
3507,SP1039,CC03,140.0,QG
3508,SP1039,CC04,140.0,QG
3509,SP1039,CC05,140.0,QG
3510,SP1039,CC06,140.0,QG
3511,SP1039,L01,320.0,HG
3512,SP1039,L02,320.0,HG
3513,SP1039,L03,320.0,HG
3514,SP1039,L04,320.0,HG
3515,SP1039,L06,320.0,HG
3516,SP1039,L07,320.0,HG
3517,TR1003,L01,120.0,LH
3518,TR1004,L01,120.0,LH
3519,TR2005,CC01,80.0,QT
3520,TR2005,L01,80.0,LH
3521,TR2006,CC01,80.0,QT
3522,TR2006,L01,80.0,LH
3523,TR2007,CC01,60.0,QT
3524,TR2007,CC02,50.0,QT
3525,TR2007,L01,50.0,LH
3526,TR2007,L02,50.0,LH
3527,TR2007,L03,50.0,LH
3528,TR2008,CC01,25.0,GT
3529,TR2008,CC02,25.0,GT
3530,TR2008,CC04,25.0,GT
3531,TR2008,L01,25.0,GT
3532,TR2008,L02,25.0,GT
3533,TR2008,L03,25.0,GT
3534,TR2008,L04,25.0,GT
3535,TR2008,L05,25.0,GT
3536,TR2008,L06,25.0,GT
3537,TR2011,A01,80.0,QT
3538,TR2011,CC01,80.0,QT
3539,TR2012,A01,80.0,QT
3540,TR2012,CC01,80.0,QT
3541,TR2013,CC01,50.0,QT
3542,TR2013,CC02,50.0,QT
3543,TR2013,L01,50.0,LH
3544,TR2013,L02,50.0,LH
3545,TR2013,L03,50.0,LH
3546,TR2014,CC01,25.0,GT
3547,TR2014,CC02,25.0,GT
3548,TR2014,CC04,25.0,GT
3549,TR2014,L01,25.0,GT
3550,TR2014,L02,25.0,GT
3551,TR2014,L03,25.0,GT
3552,TR2014,L04,25.0,GT
3553,TR2014,L05,25.0,GT
3554,TR2014,L06,25.0,GT
3555,TR2041,CC01,80.0,QT
3556,TR2041,L01,80.0,LH
3557,TR2041,L02,80.0,LH
3558,TR2042,CC01,80.0,QT
3559,TR2042,L01,80.0,LH
3560,TR2042,L02,80.0,LH
3561,TR3003,A01,60.0,QT
3562,TR3003,L01,60.0,LH
3563,TR3003,L02,60.0,LH
3564,TR3005,L01,60.0,LH
3565,TR3005,L02,60.0,LH
3566,TR3006,L01,30.0,TA
3567,TR3006,L04,30.0,TA
3568,TR3011,L01,70.0,LH
3569,TR3012,L01,70.0,LH
3570,TR3019,L01,60.0,LH
3571,TR3020,L01,60.0,LH
3572,TR3037,L01,40.0,LH
3573,TR3038,L01,40.0,TA
3574,TR3039,A01,60.0,QT
3575,TR3039,CC01,60.0,QT
3576,TR3040,A01,60.0,QT
3577,TR3040,CC01,60.0,QT
3578,TR3051,CC01,30.0,HK
3579,TR3051,CC02,30.0,HK
3580,TR3051,L01,30.0,HK
3581,TR3051,L02,30.0,HK
3582,TR3053,L01,60.0,LH
3583,TR3054,L01,60.0,LH
3584,TR3057,L01,40.0,LH
3585,TR3057,L02,40.0,LH
3586,TR3058,L01,40.0,TA
3587,TR3058,L02,40.0,TA
3588,TR3077,A01,30.0,HK
3589,TR3119,CC02,25.0,GT
3590,TR3119,L01,25.0,GT
3591,TR3119,L02,25.0,GT
3592,TR3119,L03,25.0,GT
3593,TR3119,L04,25.0,GT
3594,TR3119,L05,25.0,GT
3595,TR3119,L06,25.0,GT
3596,TR3119,L07,25.0,GT
3597,TR3121,CC01,50.0,QT
3598,TR3121,L01,50.0,LH
3599,TR3121,L02,50.0,LH
3600,TR3121,L03,50.0,LH
3601,TR3121,L04,50.0,LH
3602,TR3122,CC02,25.0,GT
3603,TR3122,L01,25.0,GT
3604,TR3122,L02,25.0,GT
3605,TR3122,L03,25.0,GT
3606,TR3122,L04,25.0,GT
3607,TR3122,L05,25.0,GT
3608,TR3122,L06,25.0,GT
3609,TR3122,L08,25.0,GT
3610,TR3123,CC01,50.0,QT
3611,TR3123,L01,50.0,LH
3612,TR3123,L02,50.0,LH
3613,TR3123,L03,50.0,LH
3614,TR3123,L04,50.0,LH
3615,TR3124,CC01,25.0,GT
3616,TR3124,CC02,25.0,GT
3617,TR3124,L01,25.0,GT
3618,TR3124,L02,25.0,GT
3619,TR3124,L03,25.0,GT
3620,TR3124,L04,25.0,GT
3621,TR3124,L05,25.0,GT
3622,TR3124,L06,25.0,GT
3623,TR3124,L07,25.0,GT
3624,TR3124,L08,25.0,GT
3625,TR3135,CC01,60.0,QT
3626,TR3136,CC01,60.0,QT
3627,TR3137,CC01,60.0,QT
3628,TR3138,CC01,60.0,QT
3629,TR4015,A01,30.0,HK
3630,TR4051,A01,60.0,QT
3631,TR4081,A01,60.0,QT
3632,TR4081,L01,60.0,LH
3633,TR4347,CC01,9000.0,.
3634,TR4347,L01,9000.0,.
3635,TR4367,CC01,9000.0,.
3636,TR4377,L01,9000.0,.
3637,TR5003,A01,9000.0,.
3638,TR5017,A01,9000.0,.
3639,TR5021,CH01,80.0,QT
3640,TR5023,CH01,80.0,QT
3641,TR5025,CH01,56.0,QT
3642,TR5071,CH01,80.0,QT
3643,TR5097,CH01,80.0,.
3644,TR5103,CH01,80.0,.
3645,TR5109,CH01,80.0,QT
3646,TR5111,CH01,80.0,QT
3647,AS5031,CH01,40.0,QT
3648,AS5045,CH01,40.0,QT
3649,AS5047,CH01,40.0,QT
3650,AS5131,CH01,40.0,QT
3651,AS5165,CH01,60.0,QT
3652,AS5167,CH01,40.0,QT
3653,AS5169,CH01,60.0,QT
3654,AS5171,CH01,60.0,QT
3655,AS5175,CH01,60.0,QT
3656,AS5189,CH01,60.0,QT
3657,AS5241,CH01,40.0,QT
3658,AS5243,CH01,40.0,QT
3659,AS6069,CH01,100.0,.
3660,AS6073,CH01,100.0,.
3661,AS6083,CH01,100.0,.
3662,AS7037,NS01,60.0,.
3663,AS7069,NS01,60.0,.
3664,AS7129,NS01,60.0,.
3665,CH5373,CH01,60.0,QT
3666,CH5405,CH01,60.0,QT
3667,CH5427,CH01,60.0,QT
3668,CH5509,CH01,40.0,QT
3669,CH5623,CH01,60.0,QT
3670,CH5625,CH01,60.0,QT
3671,CH5635,CH01,60.0,QT
3672,CH5647,CH01,60.0,QT
3673,CH5653,CH01,60.0,QT
3674,CH5659,CH01,40.0,QT
3675,CH5749,CH01,60.0,QT
3676,CH5755,CH01,60.0,QT
3677,CI5115,IM01,40.0,QT
3678,CI5143,CH01,60.0,QT
3679,CI5149,IM01,40.0,QT
3680,CI5151,CH01,40.0,QT
3681,CI5177,CH01,60.0,QT
3682,CI5241,IM01,40.0,QT
3683,CI5267,CH01,60.0,QT
3684,CI5269,CH01,60.0,QT
3685,CI5279,CH01,60.0,QT
3686,CI5771,CH01,60.0,QT
3687,CI6101,CH01,100.0,.
3688,CI6103,CH01,100.0,.
3689,CI6104,CH01,100.0,.
3690,CI6108,CH01,100.0,.
3691,CI6110,CH01,100.0,.
3692,CI6115,CH01,100.0,.
3693,CI6117,CH01,100.0,.
3694,CI6118,CH01,100.0,.
3695,CI6122,CH01,100.0,.
3696,EN6059,CH01,100.0,.
3697,EN6063,CH01,100.0,.
3698,CO5075,CH01,60.0,QT
3699,CO5087,CH01,60.0,QT
3700,CO5095,CH01,90.0,QT
3701,CO5115,CH01,60.0,QT
3702,CO5119,CH01,60.0,QT
3703,CO5173,CH01,60.0,QT
3704,CO5317,CH01,60.0,QT
3705,CO6021,CH01,100.0,.
3706,CO6025,CH01,100.0,.
3707,CO6035,CH01,100.0,.
3708,CO6039,CH01,100.0,.
3709,CO6041,CH01,100.0,.
3710,EE5317,CH01,60.0,QT
3711,EE5245,CH01,60.0,QT
3712,EE5249,CH01,60.0,QT
3713,EE5287,CH01,60.0,QT
3714,EE5323,CH01,60.0,QT
3715,EE5337,CH01,60.0,QT
3716,EN5085,CH01,40.0,QT
3717,EN5089,CH01,60.0,QT
3718,EN5093,CH01,60.0,QT
3719,EN5095,CH01,60.0,QT
3720,EN5105,CH01,40.0,QT
3721,EN5111,CH01,40.0,QT
3722,EN5155,CH01,40.0,QT
3723,EN6051,CH01,100.0,.
3724,GE5049,CH01,40.0,QT
3725,GE6027,CH01,100.0,.
3726,GE602A,CH01,100.0,.
3727,GE6041,CH01,100.0,.
3728,GK5009,IM01,20.0,QT
3729,GK5011,CH01,60.0,QT
3730,GK5021,CH01,60.0,QT
3731,GK5025,CH01,65.0,QT
3732,GK5037,CH01,60.0,QT
3733,GK5039,CH01,60.0,QT
3734,GK5043,CH01,80.0,QT
3735,IM5049,CH01,60.0,QT
3736,IM5069,CH01,60.0,QT
3737,IM5071,CH01,40.0,QT
3738,IM5089,CH01,60.0,QT
3739,IM5125,CH01,60.0,QT
3740,IM5127,CH01,60.0,QT
3741,IM5129,CH01,60.0,QT
3742,IM5131,CH01,60.0,QT
3743,IM5133,CH01,60.0,QT
3744,IM5135,CH01,60.0,QT
3745,IM5149,CH01,60.0,QT
3746,IM5151,CH01,100.0,.
3747,IM5153,CH01,100.0,.
3748,IM6027,CH01,100.0,.
3749,IM6041,CH01,100.0,.
3750,MA5043,CH01,60.0,QT
3751,MA5055,CH01,60.0,QT
3752,MA5087,CH01,40.0,QT
3753,MA6011,CH01,100.0,.
3754,MA6015,CH01,100.0,.
3755,ME5021,CH01,60.0,QT
3756,ME5023,CH01,60.0,QT
3757,ME5025,CH01,60.0,QT
3758,ME5027,CH01,60.0,QT
3759,ME5029,CH01,60.0,QT
3760,ME5031,CH01,60.0,QT
3761,ME5035,CH01,60.0,QT
3762,ME5095,CH01,60.0,QT
3763,ME5119,CH01,30.0,C4
3764,ME5123,CH01,60.0,QT
3765,ME5129,CH01,60.0,QT
3766,ME5137,CH01,60.0,QT
3767,ME5187,CH01,60.0,QT
3768,ME5197,CH01,60.0,QT
3769,ME5201,CH01,60.0,QT
3770,ME5223,CH01,60.0,QT
3771,ME5237,CH01,40.0,QT
3772,ME5239,CH01,60.0,QT
3773,ME6055,CH01,100.0,.
3774,ME6059,CH01,100.0,.
3775,ME6069,CH01,100.0,.
3776,ME6073,CH01,100.0,.
3777,ME6075,CH01,100.0,.
3778,ME602A,CH01,100.0,.
3779,TR5007,CH01,40.0,QT
3780,TR6025,CH01,100.0,.
3781,GE1014,CC02,35.0,.
3782,CI2004,TN01,20.0,C
3783,CI2004,TN02,20.0,C
3784,CI2004,TN03,20.0,C
3785,EE2018,A01,25.0,N
3786,EE2018,A02,25.0,N
3787,EE2018,A03,25.0,N
3788,ME4218,L01,25.0,X9
3789,ME4218,L02,25.0,X9
3790,ME4218,A01,25.0,X9
3791,MA2038,L01,30.0,N1
3792,MA2038,L02,30.0,N1
3793,MA2038,L03,30.0,N1
3794,MA2038,L04,30.0,N1
3795,MA2038,L05,30.0,N1
3796,MA2038,L06,30.0,N1
3797,ME3082,L01,60.0,LH
3798,CO2040,A01,40.0,MT
3799,CO2040,CC01,30.0,TH
3800,CO2040,CC02,40.0,MT
3801,CO2040,CC04,40.0,TH
3802,CO2040,CC03,40.0,TH
3803,CO2040,CC05,40.0,MT
3804,CO2040,CC06,40.0,TH
3805,CO2040,TN01,40.0,MT
3806,CO2040,L01,40.0,HM
3807,CO2040,L02,40.0,HM
3808,CO2040,L03,40.0,HM
3809,CO2040,L04,40.0,CI
3810,CO2040,L05,40.0,HM
3811,CO2040,L06,40.0,HM
3812,CO2040,L07,40.0,CI
3813,CO2040,L08,40.0,HM
3814,CO2040,L09,40.0,CI
3815,LA2015,CC01,50.0,QT
3816,LA4005,CC01,50.0,QT
3817,CO210A,TNMT,-5.0,
3818,CO200D,TNMT,-5.0,
3819,CO200B,TNMT,-5.0,
3820,CO201D,TNMT,-5.0,
3821,ME2020,A04,25.0,.
3822,LA1003,L01,60.0,LH
3823,LA1003,L02,60.0,LH
3824,LA1003,L03,60.0,LH
3825,LA1003,L04,60.0,LH
3826,LA1003,L05,60.0,LH
3827,LA1003,L06,60.0,LH
3828,LA1003,L07,60.0,LH
3829,LA1003,L08,60.0,LH
3830,LA1003,L09,60.0,LH
3831,LA1003,L10,60.0,LH
3832,LA1003,L11,60.0,LH
3833,LA1003,L12,60.0,LH
3834,LA1003,L13,60.0,LH
3835,LA1003,L14,60.0,LH
3836,PE1035,L01,60.0,
3837,PE1035,L02,60.0,
3838,PE1035,L03,60.0,
3839,PE1035,L04,60.0,
3840,PE1035,L05,60.0,
3841,PE1035,L06,60.0,
3842,PE1035,L07,60.0,
3843,PE1037,L01,60.0,
3844,PE1037,L02,60.0,
3845,PE1037,L03,60.0,
3846,PE1037,L04,60.0,
3847,PE1039,L01,60.0,
3848,PE1039,L02,60.0,
3849,PE1039,L03,60.0,
3850,PE1039,L04,60.0,
3851,PE1041,L01,60.0,
3852,PE1041,L02,60.0,
3853,PE1041,L03,60.0,
3854,PE1041,L04,60.0,
3855,PE1041,L05,60.0,
3856,PE1041,L06,60.0,
3857,PE1041,L07,60.0,
3858,PE1041,L08,60.0,
3859,PE1041,L09,60.0,
3860,PE1041,L10,60.0,
3861,PE1041,L11,60.0,
3862,PE1041,L12,60.0,
3863,PE1041,L13,60.0,
3864,PE1041,L14,60.0,
3865,PE1041,L15,60.0,
3866,PE1041,L16,60.0,
3867,PE1041,L17,60.0,
3868,PE1041,L18,60.0,
3869,PE1041,L19,60.0,
3870,PE1041,L20,60.0,
3871,PE1041,L21,60.0,
3872,PE1041,L22,60.0,
3873,PE1045,L01,60.0,
3874,PE1045,L02,60.0,
3875,PE1047,L01,60.0,
3876,PE1047,L02,60.0,
3877,PE1047,L03,60.0,
3878,PE1047,L04,60.0,
3879,PE1047,L05,60.0,
3880,PE1047,L06,60.0,
3881,PE1047,L07,60.0,
3882,PE1047,L08,60.0,
3883,PE1017,L01,60.0,
3884,PE1033,CC01,60.0,
3885,PE1033,CC02,60.0,
3886,PE1033,CC03,60.0,
3887,PE1033,CC04,60.0,
