,F_MAMH,F_MANH,F_SISO,F_TCPHONG
2358,GE3105,CC01,60.0,QT
2359,GE3105,L01,60.0,LH
2360,GE3141,L01,80.0,LH
2361,GE3143,L01,60.0,LH
2362,GE3144,L01,60.0,LH
2363,GE3151,L01,60.0,LH
2364,GE3161,L01,80.0,LH
2365,GE3162,L01,60.0,LH
2366,GE3197,L01,60.0,.
2367,GE3203,L01,80.0,LH
2368,GE3204,L01,60.0,LH
2369,GE3204,L02,60.0,LH
2370,GE3217,CC01,60.0,QT
2371,GE3217,L01,60.0,LH
2372,GE3218,CC01,60.0,QT
2373,GE3218,L01,60.0,LH
2374,GE3229,L01,80.0,LH
2375,GE4029,L01,60.0,LH
2376,GE4039,L01,9000.0,.
2377,GE4087,L01,60.0,LH
2378,GE4088,L01,60.0,LH
2379,GE4093,CC01,60.0,QT
2380,GE4093,L01,60.0,LH
2381,GE4111,L01,9000.0,.
2382,GE4337,L01,9000.0,.
2383,GE4347,CC01,9000.0,.
2384,GE4347,L01,9000.0,.
2385,GK5011,CH03,80.0,QT
2386,GK5025,CH03,80.0,QT
2387,GK5033,CH01,100.0,QT
2388,GK5033,CH02,100.0,GD
2389,GK5033,CH03,100.0,GD
2390,IM1009,CC01,80.0,QT
2391,IM1009,CC02,80.0,QT
2392,IM1009,L01,80.0,LH
2393,IM1009,L02,80.0,LH
2394,IM1013,CC01,80.0,QT
2395,IM1013,L01,120.0,LH
2396,IM1015,CC01,80.0,QT
2397,IM1015,CC02,85.0,QT
2398,IM1015,L01,82.0,LH
2399,IM1015,L02,80.0,LH
2400,IM1017,CC01,80.0,QT
2401,IM1017,CC02,82.0,QT
2402,IM1017,L01,120.0,LH
2403,IM1017,L02,120.0,LH
2404,IM1019,CC01,80.0,QT
2405,IM1019,CC02,82.0,QT
2406,IM1019,L01,80.0,LH
2407,IM1019,L02,80.0,LH
2408,IM1021,A01,80.0,QT
2409,IM1021,CC01,80.0,QT
2410,IM1021,L01,120.0,LH
2411,IM1023,CC01,80.0,QT
2412,IM1023,L01,120.0,LH
2413,IM1025,A01,80.0,QT
2414,IM1025,CC01,80.0,QT
2415,IM1025,L01,140.0,LH
2416,IM1025,L02,140.0,LH
2417,IM1027,CC01,80.0,QT
2418,IM1027,L01,120.0,LH
2419,IM2029,CC01,900.0,NT
2420,IM2029,L01,900.0,NT
2421,IM2031,CC01,80.0,QT
2422,IM2031,CC02,80.0,QT
2423,IM2031,L01,120.0,LH
2424,IM2031,L02,120.0,LH
2425,IM2033,CC01,80.0,QT
2426,IM2033,CC02,80.0,QT
2427,IM2033,L01,120.0,LH
2428,IM2033,L02,120.0,LH
2429,IM2035,CC01,80.0,QT
2430,IM2035,CC02,80.0,QT
2431,IM2035,L01,120.0,LH
2432,IM2035,L02,120.0,LH
2433,IM3001,CC01,80.0,QT
2434,IM3001,L01,120.0,LH
2435,IM3023,CC01,60.0,QT
2436,IM3023,L01,60.0,LH
2437,IM3033,L01,60.0,LH
2438,IM3041,L01,60.0,LH
2439,IM3059,CC01,80.0,QT
2440,IM3059,L01,120.0,LH
2441,IM3059,L02,120.0,LH
2442,IM3081,L01,60.0,LH
2443,IM3085,CC01,70.0,QT
2444,IM3085,L01,120.0,LH
2445,IM3091,CC01,60.0,QT
2446,IM3091,L01,60.0,LH
2447,IM3091,L02,60.0,LH
2448,IM3095,CC01,60.0,QT
2449,IM3095,L01,60.0,LH
2450,IM3095,L02,60.0,LH
2451,IM3097,L01,60.0,LH
2452,IM3099,CC01,60.0,QT
2453,IM3107,CC01,80.0,QT
2454,IM3107,L01,80.0,LH
2455,IM3107,L02,80.0,LH
2456,IM3107,L03,80.0,LH
2457,IM3325,L01,-5.0,.
2458,IM4327,CC01,9000.0,.
2459,IM4327,L01,9000.0,.
2460,IM5001,CH01,60.0,QT
2461,IM5009,CH01,60.0,QT
2462,IM5065,CH01,60.0,QT
2463,IM5067,CH01,60.0,QT
2464,IM5085,CH01,80.0,QT
2465,IM5091,CH01,60.0,QT
2466,IM5093,CH01,45.0,QT
2467,IM5109,CH01,60.0,QT
2468,IM5111,CH01,60.0,QT
2469,IM5115,CH01,80.0,.
2470,IM5117,CH01,80.0,.
2471,IU1011,L01,75.0,LH
2472,IU1011,L02,75.0,LH
2473,IU1012,L01,25.0,B8
2474,IU1012,L02,25.0,B8
2475,IU1012,L03,25.0,B8
2476,IU1012,L04,25.0,B8
2477,IU1012,L05,25.0,B8
2478,IU1012,L06,25.0,B8
2479,IU1015,L01,90.0,LH
2480,IU1015,L02,90.0,LH
2481,IU1016,L01,90.0,LH
2482,IU1016,L02,90.0,LH
2483,IU2011,L01,80.0,LH
2484,IU2011,L02,80.0,LH
2485,IU2012,L01,20.0,DT
2486,IU2012,L03,20.0,DT
2487,IU2012,L04,20.0,DT
2488,IU2012,L05,20.0,DT
2489,IU2012,L06,20.0,DT
2490,IU2012,L07,20.0,DT
2491,IU2012,L08,20.0,DT
2492,IU2043,L01,75.0,LH
2493,IU2043,L02,75.0,LH
2494,IU2044,L01,25.0,B8
2495,IU2044,L02,25.0,B8
2496,IU2044,L03,25.0,B8
2497,IU2044,L04,25.0,B8
2498,IU2044,L05,25.0,B8
2499,IU2044,L06,25.0,B8
2500,IU3017,L01,35.0,LH
2501,IU3018,L01,35.0,DT
2502,IU3063,L01,35.0,LH
2503,IU3064,L01,35.0,KN
2504,IU3065,L01,80.0,LH
2505,IU3066,L01,20.0,XH
2506,IU3066,L02,20.0,XH
2507,IU4019,L01,80.0,LH
2508,IU4020,L01,80.0,LH
2509,IU4021,L01,35.0,LH
2510,IU4022,L01,35.0,B8
2511,IU4025,L01,60.0,LH
2512,IU4026,L01,60.0,LH
2513,IU4327,L01,9000.0,.
2514,LA1013,A01,30.0,QT
2515,LA1013,A02,30.0,QT
2516,LA1013,A03,30.0,QT
2517,LA1013,A04,30.0,QT
2518,LA1013,A05,30.0,QT
2519,LA1013,A06,30.0,QT
2520,LA1014,A01,30.0,QT
2521,LA1014,A02,30.0,QT
2522,LA1014,A03,30.0,QT
2523,LA1014,A04,30.0,QT
2524,LA1014,A05,30.0,QT
2525,LA1014,A06,30.0,QT
2526,LA1017,A01,25.0,QT
2527,LA1017,A02,25.0,QT
2528,LA1017,A03,25.0,QT
2529,LA1017,A04,25.0,QT
2530,LA1017,A05,25.0,QT
2531,LA1017,A06,25.0,QT
2532,LA1017,A07,25.0,QT
2533,LA1018,A01,25.0,QT
2534,LA1018,A02,25.0,QT
2535,LA1018,A03,25.0,QT
2536,LA1018,A04,25.0,QT
2537,LA1018,A05,25.0,QT
2538,LA1018,A06,25.0,QT
2539,LA1018,A07,25.0,QT
2540,LA1021,A01,25.0,.
2541,LA1053,A01,35.0,QT
2542,LA1053,A02,35.0,QT
2543,LA1053,A03,35.0,QT
2544,LA1053,A04,35.0,QT
2545,LA1055,A01,35.0,QT
2546,LA1055,A02,35.0,QT
2547,LA1055,A03,35.0,QT
2548,LA1055,A04,35.0,QT
2549,LA2007,A01,30.0,.
2550,LA2011,A01,60.0,.
2551,LA2019,A01,30.0,QT
2552,LA2019,A02,30.0,QT
2553,LA2019,A03,25.0,QT
2554,LA2019,A04,25.0,QT
2555,LA3023,A01,24.0,QT
2556,LA3023,A02,23.0,QT
2557,LA3023,A03,24.0,QT
2558,LA3023,A04,24.0,QT
2559,LA3023,A05,23.0,QT
2560,LA3023,A06,24.0,QT
2561,LA3024,A01,24.0,QT
2562,LA3024,A02,23.0,QT
2563,LA3024,A03,24.0,QT
2564,LA3024,A04,24.0,QT
2565,LA3024,A05,23.0,QT
2566,LA3024,A06,24.0,QT
2567,LA3027,A01,25.0,QT
2568,LA3027,A02,25.0,QT
2569,LA3027,A03,25.0,QT
2570,LA3027,A04,25.0,QT
2571,LA3027,A05,25.0,QT
2572,LA4009,A01,35.0,QT
2573,LA4009,A02,35.0,QT
2574,LA4009,A03,22.0,QT
2575,MA1003,A01,80.0,QT
2576,MA1004,A01,80.0,QT
2577,MA2007,A01,60.0,QT
2578,MA2008,A01,60.0,QT
2579,MA2035,CC01,80.0,QT
2580,MA2035,L01,120.0,LH
2581,MA2035,L02,120.0,LH
2582,MA2036,CC01,80.0,QT
2583,MA2036,L01,60.0,LH
2584,MA2036,L02,60.0,LH
2585,MA2036,L03,60.0,LH
2586,MA2036,L04,60.0,LH
2587,MA2037,CC01,60.0,QT
2588,MA2037,L01,60.0,LH
2589,MA2037,L02,60.0,LH
2590,MA2037,L03,60.0,LH
2591,MA2038,CC01,30.0,DZ
2592,MA2043,CC01,20.0,QT
2593,MA2043,L01,60.0,LH
2594,MA2043,L02,60.0,LH
2595,MA2043,L03,60.0,LH
2596,MA2044,CC01,20.0,N7
2597,MA2044,L01,20.0,VL
2598,MA2044,L02,20.0,VL
2599,MA2044,L03,20.0,VL
2600,MA2044,L04,20.0,VL
2601,MA2044,L05,20.0,VL
2602,MA2044,L06,20.0,VL
2603,MA2044,L07,20.0,VL
2604,MA2044,L08,20.0,VL
2605,MA2044,L09,20.0,VL
2606,MA2121,CC01,80.0,QT
2607,MA2121,L01,80.0,LH
2608,MA2121,L02,80.0,LH
2609,MA2121,L03,80.0,LH
2610,MA3009,L01,50.0,LH
2611,MA3010,L01,25.0,B6
2612,MA3011,L01,60.0,LH
2613,MA3012,L01,60.0,LH
2614,MA3019,L01,60.0,LH
2615,MA3020,L02,30.0,PO
2616,MA3035,L01,25.0,VL
2617,MA3039,L01,60.0,LH
2618,MA3083,CC01,80.0,QT
2619,MA3083,L01,80.0,LH
2620,MA3084,CC01,80.0,QT
2621,MA3084,L01,80.0,LH
2622,MA3093,L01,60.0,LH
2623,MA3095,L01,60.0,LH
2624,MA3096,L01,60.0,LH
2625,MA3099,L01,30.0,DZ
2626,MA3109,L01,30.0,N2
2627,MA3121,A01,25.0,N8
2628,MA3133,A01,60.0,QT
2629,MA3134,A01,60.0,QT
2630,MA3137,A01,60.0,QT
2631,MA3141,A01,70.0,QT
2632,MA3142,A01,70.0,QT
2633,MA3143,A01,70.0,.
2634,MA3147,A01,60.0,QT
2635,MA3148,A01,60.0,QT
2636,MA3149,L01,30.0,DZ
2637,MA3385,A01,-5.0,.
2638,MA4067,A01,60.0,QT
2639,MA4068,A01,30.0,PO
2640,MA4069,A01,60.0,QT
2641,MA4085,A01,60.0,QT
2642,MA4123,CC01,80.0,QT
2643,MA4123,L01,120.0,LH
2644,MA4145,A01,25.0,DZ
2645,MA4153,A01,60.0,QT
2646,MA4154,A01,60.0,QT
2647,MA4175,A01,25.0,DZ
2648,MA4327,CC01,9000.0,.
2649,MA4327,L01,9000.0,.
2650,MA5017,A01,9000.0,.
2651,MA5025,A01,60.0,QT
2652,MA5027,A01,9000.0,.
2653,MA5059,CH01,80.0,.
2654,MA5061,CH01,80.0,.
2655,MA5075,CH01,56.0,QT
2656,MA5077,CH01,56.0,QT
2657,MA5079,CH01,56.0,QT
2658,MA5081,CH01,56.0,QT
2659,ME1013,CC10,20.0,X
2660,ME1003,L01,75.0,LH
2661,ME1003,L02,75.0,LH
2662,ME1004,L01,25.0,.
2663,ME1004,L02,25.0,.
2664,ME1004,L03,25.0,.
2665,ME1004,L04,25.0,.
2666,ME1005,CC01,25.0,X
2667,ME1005,CC02,25.0,X
2668,ME1005,CC03,25.0,X
2669,ME1005,CC04,25.0,X
2670,ME1005,L01,25.0,X
2671,ME1005,L02,25.0,X
2672,ME1005,L03,25.0,X
2673,ME1005,L04,25.0,X
2674,ME1009,CC01,85.0,QT
2675,ME1009,L01,60.0,LH
2676,ME1010,CC01,22.0,KU
2677,ME1010,CC02,22.0,KU
2678,ME1010,CC03,22.0,KU
2679,ME1010,CC04,22.0,KU
2680,ME1010,L01,30.0,LH
2681,ME1010,L02,30.0,LH
2682,ME1010,L03,30.0,LH
2683,ME1010,L04,30.0,LH
2684,ME1013,A02,20.0,X
2685,ME1013,CC01,20.0,X
2686,ME1013,CC02,20.0,X
2687,ME1013,CC03,20.0,X
2688,ME1013,CC04,20.0,X
2689,ME1013,CC05,20.0,X
2690,ME1013,CC06,20.0,X
2691,ME1013,CC07,20.0,X
2692,ME1013,CC08,20.0,X
2693,ME1013,CC09,20.0,X
2694,ME1013,L01,20.0,X
2695,ME1013,L03,20.0,X
2696,ME1013,L04,20.0,X
2697,ME1013,L05,20.0,X
2698,ME1013,L06,20.0,X
2699,ME1013,L07,20.0,X
2700,ME1013,L08,20.0,X
2701,ME1013,L09,20.0,X
2702,ME1013,L10,20.0,X
2703,ME1013,L11,20.0,X
2704,ME1013,L12,20.0,X
2705,ME1013,L13,20.0,X
2706,ME1013,L14,20.0,X
2707,ME1013,L15,20.0,X
2708,ME1013,L16,20.0,X
2709,ME1013,L17,20.0,X
2710,ME1013,L18,20.0,X
2711,ME1013,L19,20.0,X
2712,ME1013,L20,20.0,X
2713,ME1013,L21,20.0,X
2714,ME1017,L01,80.0,LH
2715,ME1021,CC01,70.0,QT
2716,ME1021,CC02,70.0,QT
2717,ME1021,L01,80.0,LH
2718,ME1021,L02,80.0,LH
2719,ME1022,CC01,70.0,QT
2720,ME1022,CC02,70.0,QT
2721,ME1022,L01,80.0,LH
2722,ME1022,L02,80.0,LH
2723,ME2003,A01,80.0,QT
2724,ME2003,CC01,80.0,QT
2725,ME2003,L01,80.0,LH
2726,ME2004,A01,80.0,QT
2727,ME2004,CC01,80.0,QT
2728,ME2004,L01,80.0,LH
2729,ME2005,A01,50.0,QT
2730,ME2006,A01,25.0,X2
2731,ME2007,A01,80.0,QT
2732,ME2007,CC01,80.0,QT
2733,ME2007,L01,80.0,LH
2734,ME2007,L02,80.0,LH
2735,ME2007,L03,80.0,LH
2736,ME2007,L04,80.0,LH
2737,ME2008,A01,80.0,QT
2738,ME2008,CC01,80.0,QT
2739,ME2008,L01,80.0,LH
2740,ME2008,L02,80.0,LH
2741,ME2008,L03,80.0,LH
2742,ME2008,L04,80.0,LH
2743,ME2013,A01,60.0,QT
2744,ME2013,CC01,60.0,QT
2745,ME2013,L01,60.0,LH
2746,ME2013,L02,60.0,LH
2747,ME2013,L03,60.0,LH
2748,ME2013,L04,60.0,LH
2749,ME2013,L05,60.0,LH
2750,ME2013,L06,60.0,LH
2751,ME2013,L07,60.0,LH
2752,ME2014,A01,30.0,CY
2753,ME2014,A02,30.0,CY
2754,ME2014,CC01,30.0,CY
2755,ME2014,L01,30.0,CY
2756,ME2014,L02,30.0,CY
2757,ME2014,L03,30.0,CY
2758,ME2014,L04,30.0,CY
2759,ME2014,L05,30.0,CY
2760,ME2014,L06,30.0,CY
2761,ME2014,L07,30.0,CY
2762,ME2014,L08,30.0,CY
2763,ME2014,L09,30.0,CY
2764,ME2014,L10,30.0,CY
2765,ME2014,L11,30.0,CY
2766,ME2014,L12,30.0,CY
2767,ME2014,L13,30.0,CY
2768,ME2014,L14,30.0,CY
2769,ME2019,A02,75.0,QT
2770,ME2019,CC01,75.0,QT
2771,ME2019,CC02,75.0,QT
2772,ME2019,L01,100.0,LH
2773,ME2019,L02,100.0,LH
2774,ME2020,CC01,25.0,.
2775,ME2020,CC02,25.0,.
2776,ME2020,CC03,25.0,.
2777,ME2020,CC04,25.0,.
2778,ME2020,L01,25.0,.
2779,ME2020,L02,25.0,.
2780,ME2020,L03,25.0,.
2781,ME2020,L04,25.0,.
2782,ME2020,L05,25.0,.
2783,ME2020,L06,25.0,.
2784,ME2020,L07,25.0,.
2785,ME2020,L08,25.0,.
2786,ME2045,CC01,80.0,QT
2787,ME2045,L01,80.0,LH
2788,ME2049,CC01,60.0,QT
2789,ME2049,CC02,60.0,QT
2790,ME2049,L01,60.0,LH
2791,ME2050,CC01,30.0,KU
2792,ME2050,CC02,30.0,KU
2793,ME2050,CC03,30.0,KU
2794,ME2050,CC04,30.0,KU
2795,ME2050,L01,30.0,H#
2796,ME2050,L02,30.0,H#
2797,ME2071,A01,75.0,QT
2798,ME2071,CC01,75.0,QT
2799,ME2071,L01,75.0,LH
2800,ME2071,L02,75.0,LH
2801,ME2071,L03,75.0,LH
2802,ME2071,L04,75.0,LH
2803,ME2072,A01,25.0,.
2804,ME2072,CC01,25.0,.
2805,ME2072,CC02,25.0,.
2806,ME2072,CC03,25.0,.
2807,ME2072,L01,25.0,.
2808,ME2072,L02,25.0,.
2809,ME2072,L03,25.0,.
2810,ME2072,L04,25.0,.
2811,ME2072,L05,25.0,.
2812,ME2072,L06,25.0,.
2813,ME2072,L07,25.0,.
2814,ME2072,L08,25.0,.
2815,ME2072,L09,25.0,.
2816,ME2072,L10,25.0,.
2817,ME2072,L11,25.0,.
2818,ME2072,L12,25.0,.
2819,ME2087,A01,25.0,X1
2820,ME2087,A02,25.0,X1
2821,ME2087,CC01,25.0,X1
2822,ME2087,CC02,25.0,X1
2823,ME2087,CC03,25.0,X1
2824,ME2087,L01,25.0,X1
2825,ME2087,L02,25.0,X1
2826,ME2087,L03,25.0,X1
2827,ME2089,A01,80.0,QT
2828,ME2089,CC01,80.0,QT
2829,ME2090,A01,40.0,C2
2830,ME2090,CC01,40.0,C2
2831,ME2090,CC02,40.0,C2
2832,ME2099,L01,60.0,LH
2833,ME2099,L02,60.0,LH
2834,ME2100,L01,30.0,CZ
2835,ME2100,L02,30.0,CZ
2836,ME2100,L03,30.0,CZ
2837,ME2100,L04,30.0,CZ
2838,ME2101,L01,80.0,LH
2839,ME2101,L02,80.0,LH
2840,ME2102,L01,80.0,LH
2841,ME2102,L02,80.0,LH
2842,ME2115,CC01,9000.0,.
2843,ME2119,A01,25.0,X
2844,ME2119,A02,25.0,X
2845,ME2121,L01,60.0,LH
2846,ME2121,L02,60.0,LH
2847,ME2122,L01,30.0,CZ
2848,ME2122,L02,30.0,CZ
2849,ME2122,L03,30.0,CZ
2850,ME2122,L04,30.0,CZ
2851,ME2129,L01,120.0,LH
2852,ME2130,L01,120.0,LH
2853,ME2131,CC01,60.0,QT
2854,ME2131,CC02,60.0,QT
2855,ME2131,L01,60.0,LH
2856,ME2131,L02,60.0,LH
2857,ME2131,L03,60.0,LH
2858,ME2131,L04,60.0,LH
2859,ME2132,CC01,20.0,TC
2860,ME2132,CC02,20.0,TC
2861,ME2132,CC05,20.0,TC
2862,ME2132,CC06,20.0,TC
2863,ME2132,L02,20.0,TC
2864,ME2132,L03,20.0,TC
2865,ME2132,L05,20.0,TC
2866,ME2132,L08,20.0,TC
2867,ME2132,L12,20.0,TC
2868,ME2139,L01,60.0,LH
2869,ME2140,L01,60.0,LH
2870,ME2143,CC01,9000.0,.
2871,ME2143,L01,9000.0,.
2872,ME2147,L01,35.0,H#
2873,ME2147,L02,35.0,H#
2874,ME2149,L01,80.0,LH
2875,ME2153,CC01,20.0,KU
2876,ME2153,CC02,20.0,KU
2877,ME2153,CC04,20.0,KU
2878,ME2153,L01,80.0,LH
2879,ME2153,L02,80.0,LH
2880,ME2157,CC01,50.0,QT
2881,ME2157,CC02,50.0,QT
2882,ME2157,L01,50.0,LH
2883,ME2157,L02,50.0,LH
2884,ME2158,CC01,25.0,K2
2885,ME2158,CC02,25.0,K2
2886,ME2158,CC03,25.0,K2
2887,ME2158,CC04,25.0,K2
2888,ME2158,L01,25.0,H#
2889,ME2158,L02,25.0,H#
2890,ME2158,L03,25.0,H#
2891,ME2158,L04,25.0,H#
2892,ME2163,L01,80.0,LH
2893,ME2169,L01,80.0,LH
2894,ME2173,L01,80.0,LH
2895,ME2173,L02,80.0,LH
2896,ME2177,CC01,76.0,QT
2897,ME2177,L01,60.0,LH
2898,ME2178,CC01,25.0,XL
2899,ME2178,CC02,25.0,XL
2900,ME2178,CC03,26.0,XL
2901,ME2178,L01,20.0,H#
2902,ME2178,L02,20.0,H#
2903,ME3001,A01,25.0,QT
2904,ME3001,CC01,50.0,QT
2905,ME3001,L01,75.0,LH
2906,ME3002,A01,25.0,.
2907,ME3002,CC01,25.0,.
2908,ME3002,CC02,25.0,.
2909,ME3002,L01,25.0,.
2910,ME3002,L02,25.0,.
2911,ME3005,CC01,60.0,QT
2912,ME3005,L01,60.0,LH
2913,ME3006,CC01,60.0,QT
2914,ME3006,L01,60.0,LH
2915,ME3007,A01,50.0,QT
2916,ME3007,CC01,50.0,QT
2917,ME3007,CC02,50.0,QT
2918,ME3007,L01,50.0,LH
2919,ME3007,L02,50.0,LH
2920,ME3007,L03,50.0,LH
2921,ME3007,L04,50.0,LH
2922,ME3008,A01,25.0,X2
2923,ME3008,A02,25.0,X2
2924,ME3008,CC01,25.0,X2
2925,ME3008,CC02,25.0,X2
2926,ME3008,CC03,25.0,X2
2927,ME3008,CC04,25.0,X2
2928,ME3008,L01,25.0,CX
2929,ME3008,L02,25.0,CX
2930,ME3008,L03,25.0,CX
2931,ME3008,L04,25.0,X2
2932,ME3008,L05,25.0,CX
2933,ME3008,L06,25.0,CX
2934,ME3008,L07,25.0,X2
2935,ME3008,L08,25.0,CX
2936,ME3009,A01,40.0,QT
2937,ME3009,CC01,60.0,QT
2938,ME3009,L01,60.0,LH
2939,ME3009,L02,60.0,LH
2940,ME3009,L03,60.0,LH
2941,ME3009,L04,60.0,LH
2942,ME3009,L05,60.0,LH
2943,ME3009,L06,60.0,LH
2944,ME3010,A01,20.0,.
2945,ME3010,A02,20.0,.
2946,ME3010,CC01,20.0,.
2947,ME3010,CC02,20.0,.
2948,ME3010,L01,20.0,.
2949,ME3010,L02,20.0,.
2950,ME3010,L03,20.0,.
2951,ME3010,L04,20.0,.
2952,ME3010,L05,20.0,.
2953,ME3010,L06,20.0,.
2954,ME3010,L07,20.0,.
2955,ME3010,L08,20.0,.
2956,ME3010,L09,20.0,.
2957,ME3010,L10,20.0,.
2958,ME3010,L11,20.0,.
2959,ME3010,L13,20.0,.
2960,ME3010,L14,20.0,.
2961,ME3010,L15,20.0,.
2962,ME3010,L16,20.0,.
2963,ME3010,L17,20.0,.
2964,ME3010,L18,20.0,.
2965,ME3011,A01,60.0,QT
2966,ME3011,CC01,60.0,QT
2967,ME3011,CC02,60.0,QT
2968,ME3011,L01,60.0,LH
2969,ME3011,L02,60.0,LH
2970,ME3011,L03,60.0,LH
2971,ME3011,L04,60.0,LH
2972,ME3011,TN01,60.0,QT
2973,ME3012,A01,60.0,QT
2974,ME3012,CC01,60.0,QT
2975,ME3012,CC02,60.0,QT
2976,ME3012,L01,60.0,LH
2977,ME3012,L02,60.0,LH
2978,ME3012,L03,60.0,LH
2979,ME3012,L04,60.0,LH
2980,ME3012,TN01,60.0,QT
2981,ME3013,A01,80.0,QT
2982,ME3013,CC01,80.0,QT
2983,ME3013,L01,120.0,LH
2984,ME3014,A01,20.0,X2
2985,ME3014,CC01,20.0,X2
2986,ME3014,L01,20.0,CX
2987,ME3014,L02,20.0,CX
2988,ME3014,L03,20.0,CX
2989,ME3014,L04,20.0,CX
2990,ME3014,L05,20.0,CX
2991,ME3015,A01,50.0,QT
2992,ME3015,CC01,50.0,QT
2993,ME3015,CC02,50.0,QT
2994,ME3015,L01,50.0,LH
2995,ME3015,L02,50.0,LH
2996,ME3015,L03,50.0,LH
2997,ME3015,L04,50.0,LH
2998,ME3016,A01,25.0,CX
2999,ME3016,A02,25.0,CX
3000,ME3016,CC01,25.0,CX
3001,ME3016,CC02,25.0,CX
3002,ME3016,CC04,25.0,CX
3003,ME3016,L01,25.0,X9
3004,ME3016,L02,25.0,CX
3005,ME3016,L03,25.0,X2
3006,ME3016,L04,25.0,CX
3007,ME3016,L05,25.0,CX
3008,ME3016,L06,25.0,X2
3009,ME3016,L07,25.0,CX
3010,ME3016,L08,25.0,CX
3011,ME3043,L01,60.0,LH
3012,ME3044,L01,30.0,CZ
3013,ME3044,L02,30.0,CZ
3014,ME3055,L01,60.0,LH
3015,ME3063,L01,60.0,LH
3016,ME3064,L01,60.0,LH
3017,ME3081,L01,60.0,LH
3018,ME3115,L01,60.0,LH
3019,ME3116,L01,30.0,E2
3020,ME3123,CC01,-5.0,.
3021,ME3125,L01,-5.0,.
3022,ME3135,CC01,-5.0,.
3023,ME3135,L01,-5.0,.
3024,ME3143,A01,25.0,.
3025,ME3143,CC01,25.0,.
3026,ME3143,L01,25.0,.
3027,ME3143,L02,25.0,.
3028,ME3143,L03,25.0,.
3029,ME3143,L04,25.0,.
3030,ME3143,L05,25.0,.
3031,ME3143,L06,25.0,.
3032,ME3143,L07,25.0,.
3033,ME3143,L08,25.0,.
3034,ME3143,L09,25.0,.
3035,ME3143,L10,25.0,.
3036,ME3143,L11,25.0,.
3037,ME3145,A01,900.0,.
3038,ME3145,CC01,900.0,.
3039,ME3145,L01,900.0,.
3040,ME3145,TN01,900.0,.
3041,ME3151,L01,9000.0,.
3042,ME3153,L01,50.0,LH
3043,ME3154,L01,25.0,CZ
3044,ME3154,L02,25.0,CZ
3045,ME3155,L01,25.0,CY
3046,ME3155,L02,25.0,CY
3047,ME3161,L01,80.0,LH
3048,ME3162,L01,80.0,LH
3049,ME3169,L01,60.0,.
3050,ME3199,L01,9000.0,.
3051,ME3223,CC01,40.0,QT
3052,ME3223,CC02,40.0,QT
3053,ME3223,L01,60.0,LH
3054,ME3223,L02,60.0,LH
3055,ME3223,L03,60.0,LH
3056,ME3224,CC01,20.0,KU
3057,ME3224,CC02,20.0,KU
3058,ME3224,CC03,20.0,KU
3059,ME3224,CC04,20.0,KU
3060,ME3224,L01,20.0,LH
3061,ME3224,L02,20.0,LH
3062,ME3224,L03,20.0,LH
3063,ME3224,L04,20.0,LH
3064,ME3224,L05,20.0,LH
3065,ME3224,L06,20.0,LH
3066,ME3224,L07,20.0,LH
3067,ME3224,L08,20.0,LH
3068,ME3224,L09,20.0,LH
3069,ME3253,CC01,40.0,QT
3070,ME3253,CC02,40.0,QT
3071,ME3253,L01,60.0,LH
3072,ME3253,L02,60.0,LH
3073,ME3254,CC01,20.0,K2
3074,ME3254,CC02,20.0,K2
3075,ME3254,CC03,20.0,K2
3076,ME3254,CC04,20.0,K2
3077,ME3254,L02,20.0,LH
3078,ME3254,L03,20.0,LH
3079,ME3254,L04,20.0,LH
3080,ME3254,L05,20.0,LH
3081,ME3254,L06,20.0,LH
3082,ME3257,CC01,60.0,QT
3083,ME3257,L01,60.0,LH
3084,ME3257,L02,60.0,LH
3085,ME3257,L03,60.0,LH
3086,ME3289,L01,60.0,LH
3087,ME3291,L01,60.0,LH
3088,ME4015,L01,60.0,LH
3089,ME4016,L02,30.0,CZ
3090,ME4023,CC01,50.0,QT
3091,ME4023,L01,50.0,LH
3092,ME4023,L02,50.0,LH
3093,ME4023,L03,50.0,LH
3094,ME4023,L04,50.0,LH
3095,ME4024,CC01,25.0,K2
3096,ME4024,CC02,25.0,K2
3097,ME4024,L01,25.0,LH
3098,ME4024,L02,25.0,LH
3099,ME4024,L03,25.0,LH
3100,ME4024,L04,25.0,LH
3101,ME4024,L05,25.0,LH
3102,ME4024,L06,25.0,LH
3103,ME4024,L07,25.0,LH
3104,ME4031,L01,60.0,LH
3105,ME4032,L01,60.0,LH
3106,ME4063,CC01,60.0,QT
3107,ME4063,L01,60.0,LH
3108,ME4063,L02,60.0,LH
3109,ME4063,L03,60.0,LH
3110,ME4063,L04,60.0,LH
3111,ME4064,CC01,60.0,QT
3112,ME4064,L01,60.0,LH
3113,ME4064,L02,60.0,LH
3114,ME4064,L03,60.0,LH
3115,ME4064,L04,60.0,LH
3116,ME4127,A01,60.0,QT
3117,ME4131,L01,30.0,LH
3118,ME4132,L01,30.0,CY
3119,ME4133,L01,75.0,LH
3120,ME4134,L01,25.0,X9
3121,ME4137,CC01,50.0,QT
3122,ME4138,CC01,50.0,QT
3123,ME4139,A01,60.0,QT
3124,ME4201,A01,60.0,QT
3125,ME4202,A01,60.0,QT
3126,ME4217,A01,60.0,QT
3127,ME4217,L01,60.0,LH
3128,ME4313,L01,60.0,LH
