MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,609006,KT HOA HOC DAI CUONG    ,KT HOA HOC DAI CUONG    ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609007,TN CHUYEN DE POLYME     ,TN CHUYEN DE POLYME     ,60,2,2,60,60,Lab,0,0,60,0,0,0,0,HC,
,609008,KY THUAT GIA CONG POLYME,KY THUAT GIA CONG POLYME,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609009,CO SO CONG NGHE CAO SU  ,CO SO CONG NGHE CAO SU  ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609010,VAT LIEU COMPOSITE      ,VAT LIEU COMPOSITE      ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609011,KT SX CAC CHAT TAO MANG ,KT SX CAC CHAT TAO MANG ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609012,HOA HOC HOA LY POLYME   ,HOA HOC HOA LY POLYME   ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609013,KT SAN XUAT CHAT DEO    ,KT SAN XUAT CHAT DEO    ,60,2,2,45,30,Lec,30,15,0,0,0,0,0,HC,
,609051,KY THUAT HOA DAI CUONG  ,KY THUAT HOA DAI CUONG  ,60,4,4,30,30,Lec,30,0,0,0,0,0,0,HC,
,609052,HOA HOC & HOA LY POLYME ,HOA HOC & HOA LY POLYME ,60,6,6,45,45,Lec,45,0,0,0,0,0,0,HC,
,609053,HOA HOC & HOA LY POLYME ,HOA HOC & HOA LY POLYME ,60,4,4,30,30,Lec,30,0,0,0,0,0,0,HC,
,609054,K/THUAT GIA CONG POLYME ,K/THUAT GIA CONG POLYME ,60,3,3,25,25,Lec,25,0,0,0,0,0,0,HC,
,609901,TONG HOP HUU CO HOA DAU ,TONG HOP HUU CO HOA DAU ,60,0,4,60,60,Lec,60,0,0,0,0,0,0,HC,
,609902,THI NGHIEM CD POLYME    ,THI NGHIEM CD POLYME    ,60,0,2,30,30,Lab,0,0,30,0,0,0,0,HC,
,609903,HOA HOC & HOA LY POLYME ,HOA HOC & HOA LY POLYME ,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,609904,KY THUAT GIA CONG POLYME,KY THUAT GIA CONG POLYME,60,3,3,45,45,Lec,45,0,0,0,0,0,0,HC,
,609905,KTSX C/DEO &GC C/TAOMANG,KTSX C/DEO &GC C/TAOMANG,60,2,2,30,30,Lec,30,0,0,0,0,0,0,HC,
,609906,KT CHE BIEN CAO SU      ,KT CHE BIEN CAO SU      ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,609907,VAT LIEU COMPSITE       ,VAT LIEU COMPSITE       ,60,2,2,0,0,,0,0,0,0,0,0,0,HC,
,610001,MOI TRUONG VA CON NGUOI ,Human and Environment                                                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610002,TN DOC HOC MOI TRUONG   ,Labwork on Environmental Toxicology                                                                                               ,61,1,1,30,30,Lab,0,0,30,0,0,0,0,MO,
,610003,QL C/THAI RAN&CT NGUYHAI,Solid and Hazardous Waste Management                                                                                              ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610004,CONG NGHE XANH          ,Green Technology                                                                                                                  ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610005,DAMH                    ,Project Work                                                                                                                      ,61,1,1,45,0,,0,0,0,0,45,0,0,MO,
,610006,C/NGHE TAI SU DUNG NUOC ,Water Reclamation Technology                                                                                                      ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610007,QLHT C/NUOC&THOAT NUOCDT,Managing Urban Water Supply and Drainage System                                                                                   ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610008,QUAN LY VUNG DOI BO     ,Coastal Zone Management                                                                                                           ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610009,CONG NGHE TAI CHE       ,Recycling Technology                                                                                                              ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610010,TT CNXL NUOC CAP&NC THAI,TT CNXL NUOC CAP&NC THAI,61,1,1,0,0,,0,0,0,0,0,0,0,MO,
,610011,HOA KY THUAT MOI TRUONG1,Environmental Chemistry 1                                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610012,TT QUAN LY MOI TRUONG   ,TT QUAN LY MOI TRUONG   ,61,1,1,0,0,,0,0,0,0,0,0,0,MO,
,610013,TTKT XU LY NC THAI DOTHI,Study Tour on Municipal Wastewater Treatment Engineering                                                                          ,61,1,1,45,0,,0,0,0,0,0,0,0,MO,
,610014,TK C/TAO T/BI MOI TRUONG,TK C/TAO T/BI MOI TRUONG,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610015,THAM QUAN NHAN THUC     ,THAM QUAN NHAN THUC     ,61,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,610016,O NHIEM DAT & KT XU LY  ,O NHIEM DAT & KT XU LY  ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610017,KINH TE MOI TRUONG      ,KINH TE MOI TRUONG      ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610018,QL CHAT LUONG MOI TRUONG,QL CHAT LUONG MOI TRUONG,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610019,DANH GIA TAC DONG MTR   ,DANH GIA TAC DONG MTR   ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610020,THI NGHIEM O NHIEM DAT  ,THI NGHIEM O NHIEM DAT  ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610021,TN HOA HOC KT MOI TRUONG,TN HOA HOC KT MOI TRUONG,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610022,O NHIEM KHONG KHI       ,O NHIEM KHONG KHI       ,61,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,610023,VI SINH VAT K/THUAT MTR ,VI SINH VAT K/THUAT MTR ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610024,TN O NHIEM KHONG KHI    ,TN O NHIEM KHONG KHI    ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610025,THI NGHIEM VI SINH      ,THI NGHIEM VI SINH      ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610026,UD TIN HOC TRONG TK MT  ,UD TIN HOC TRONG TK MT  ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610027,TOI UU HOA              ,TOI UU HOA              ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610028,KIEN TRUC DD&CONG NGHIEP,KIEN TRUC DD&CONG NGHIEP,61,4,4,60,60,Lec,60,0,0,0,0,0,0,MO,
,610029,BOM QUAT MAY NEN        ,BOM QUAT MAY NEN        ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610030,LUAT & C/SACH MOI TRUONG,LUAT & C/SACH MOI TRUONG,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610031,KT XU LY KHI THAI       ,Ari Pollution Control Engineering                                                                                                 ,61,2,2,45,30,Lec,30,15,0,1,0,0,0,MO,
,610032,DAMH XU LY KHI THAI     ,Project work: Air Pollution Control                                                                                               ,61,1,1,45,0,,0,0,0,0,45,0,0,MO,
,610033,KT XU LY NUOC THAI      ,KT XU LY NUOC THAI      ,61,5,5,75,75,Lec,75,0,0,0,0,0,0,MO,
,610034,DAMH XU LY NUOC THAI    ,Project work: Water Treatment Engineering                                                                                         ,61,1,1,45,0,,0,0,0,0,45,0,0,MO,
,610035,KT XU LY NUOC CAP       ,KT XU LY NUOC CAP       ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610036,KT XU LY TIENG ON       ,KT XU LY TIENG ON       ,61,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,610037,XU LY CHAT THAI RAN     ,XU LY CHAT THAI RAN     ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610038,CONG NGHE SAN XUAT SACH ,CONG NGHE SAN XUAT SACH ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610039,DOC TO HOC MOI TRUONG   ,DOC TO HOC MOI TRUONG   ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610040,MO HINH HOA MOI TRUONG  ,MO HINH HOA MOI TRUONG  ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610041,TN XU LY CHAT THAI      ,TN XU LY CHAT THAI      ,61,3,3,45,45,Lab,0,0,45,0,0,0,0,MO,
,610042,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,61,3,3,0,0,,0,0,0,0,0,0,0,MO,
,610043,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,61,15,15,0,0,,0,0,0,0,0,0,0,MO,
,610044,AN TOAN M/TRUONG DAU KHI,AN TOAN M/TRUONG DAU KHI,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610045,KIEM TOAN MOI TRUONG    ,KIEM TOAN MOI TRUONG    ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610046,VIEN THAM GIS           ,VIEN THAM GIS           ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610047,TH VIEN THAM & GIS      ,TH VIEN THAM & GIS      ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610048,QUAN LY TAI NGUYEN DAT  ,QUAN LY TAI NGUYEN DAT  ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610049,QUAN LY TAI NGUYEN NUOC ,QUAN LY TAI NGUYEN NUOC ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610050,QUAN LY TAI NGUYEN BIEN ,QUAN LY TAI NGUYEN BIEN ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610051,QUAN LY TAI NGUYEN RUNG ,QUAN LY TAI NGUYEN RUNG ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610052,QLY MT DO THI & KHU CN  ,QLY MT DO THI & KHU CN  ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610053,DANH GIA RUI RO M/TRUONG,DANH GIA RUI RO M/TRUONG,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610054,HOA KY THUAT MOITRUONG 2,Environmental Chemistry 2                                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610055,MANG LUOI CAP NUOC      ,MANG LUOI CAP NUOC      ,61,4,4,60,60,Lec,60,0,0,0,0,0,0,MO,
,610056,SINH THAI HOC           ,Environmental Ecology                                                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610057,HOA KY THUAT MOI TRUONG ,Chemical Environmental Engineering                                                                                                ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610058,MOI TRUONG DAI CUONG    ,General Environmental Engineering                                                                                                 ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610059,VI SINH VAT KT MOITRUONG,Environmental Microbiology                                                                                                        ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610060,TN HOA KT MOI TRUONG 1  ,Experiments in Environmental Chemistry 1                                                                                          ,61,2,2,60,60,Lab,0,0,60,0,0,0,0,MO,
,610061,THUY VAN MOI TRUONG     ,Environmental Hydrology                                                                                                           ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610062,TN VI SINHVAT KTHUAT MTR,Experiments in Environmental Microbiology                                                                                         ,61,1,1,30,30,Lab,0,0,30,0,0,0,0,MO,
,610063,QUA TRINH CN MOI TRUONG1,Processes of Environmental Engineering                                                                                            ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610064,KT XU LY O NHIEM KH/KHI ,KT XU LY O NHIEM KH/KHI ,61,3,3,45,45,Lec,45,0,0,0,0,0,0,MO,
,610065,LUAT & CH/SACH MOITRUONG,Environmental Law and Policy                                                                                                      ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610066,DOC HOC MOI TRUONG      ,Environmental Toxicology                                                                                                          ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610067,QTRINH CNGHE M/TRUONG 2 ,Processes of Environmental Engineering 2                                                                                          ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610068,O NHIEM KHONG KHI       ,Air Pollution                                                                                                                     ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610069,TN O NHIEM KHONG KHI    ,Experiment on Air Pollution                                                                                                       ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610070,KT XU LY O NHIEM KH/KHI ,Air Pollution Treatment                                                                                                           ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610071,KY THUAT XU LY CHAT THAI,Waste Treatment                                                                                                                   ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610072,TK CHE TAO TH/BI MTRUONG,Design and Manufacture of Environmental Equipment                                                                                 ,ME,2,2,45,30,Lec,30,15,0,1,0,0,0,CK,
,610073,UD GIS TRONG QLY MTRUONG,Geographic Information System for Environmental Management                                                                        ,61,2,2,45,30,Lec,30,0,15,0,0,0,0,MO,
,610074,THUC HANH GIS           ,THUC HANH GIS           ,61,1,1,15,15,Lab,0,0,15,0,0,0,0,MO,
,610075,QL CHAT LUONG MOI TRUONG,Environmental Quality Management                                                                                                  ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610076,O NHIEM ON & KTHUAT XULY,Noise Pollution & Treatment                                                                                                       ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610077,THUC TAP THAM QUAN      ,Study Trips                                                                                                                       ,61,1,1,45,0,,0,0,0,0,0,0,0,MO,
,610078,QL & XLY CHAT THAI RAN  ,Solid Treatment & Management                                                                                                      ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610079,KY THUAT XU LY NUOC CAP ,Water Treatment Engineering                                                                                                       ,61,3,3,60,50,Lec,50,10,0,0,0,0,0,MO,
,610080,DAMH XU LY CHAT THAI    ,Project Work  Waste Treatment                                                                                                     ,61,2,2,90,0,,0,0,0,0,90,0,0,MO,
,610081,TN XU LY CHAT THAI      ,Experiments in Waste Treatment                                                                                                    ,61,2,2,60,60,Lab,0,0,60,0,0,0,0,MO,
,610082,KINH TE MOI TRUONG      ,Environmental Economics                                                                                                           ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610083,SAN XUAT SACH HON       ,Clean Production                                                                                                                  ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610084,MO HINH HOA MOI TRUONG  ,Environmental Modeling                                                                                                            ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610085,THUC TAP TOT NGHIEP     ,Internship                                                                                                                        ,61,2,2,0,0,,0,0,0,0,0,0,0,MO,
,610086,LUAN VAN TOT NGHIEP     ,Thesis                                                                                                                            ,61,10,10,0,0,,0,0,0,0,0,0,0,MO,
,610087,D/CU DO & DKHIEN TU DONG,D/CU DO & DKHIEN TU DONG,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610088,PHAN TICH HE THONG MTR  ,Environmental System Analysis                                                                                                     ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610089,KIEM TOAN MOI TRUONG    ,Auditing in Environmental Engineering                                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610090,TAN DUNG CH/THAI CNGHIEP,TAN DUNG CH/THAI CNGHIEP,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610091,O NHIEM K/KHI & TIENG ON,Air and Noise Pollution                                                                                                           ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610092,TOI UU HOA &QHTN MTRUONG,Optimization and Environmental Statistics                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610093,QL&KIEM SOAT O NHIEM DAT,Soil Pollution Management and Control                                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610094,QUAN LY MOI TRUONG BIEN ,Management of Sea Environment                                                                                                     ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610095,QL TN RUNG& DA DANG SHOC,Forestry Management & Biodiversity                                                                                                ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610096,QLY CHTHAI RAN& CT D/HAI,Management of Solid & Hazardous Wastes                                                                                            ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610097,QLY TAINGUYEN NUOC&NNGAM,Water Resources Management                                                                                                        ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610098,QUAN LY MTR DO THI & KCN,Environmental Management in Urban and Industrial Park                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,6100B1,MOI TRUONG VA CON NGUOI ,Environment and Human                                                                                                             ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,6100B4,HOA KY THUAT MOITRUONG 2,Chemistry for Environmental Engineering 2                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610100,D/GIA TACDONG&RUI RO MTR,Environmental Impact & Risk Assessment                                                                                            ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610101,VIEN THAM & THUC HANH   ,Remote Sensing and Practice                                                                                                       ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610102,BAO VE & AN MON KIM LOAI,Metal Corrosion and Protection                                                                                                    ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610103,PT GIS TRONG QL MTRUONG ,Gis Analysis for Environmental Management                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610104,THUC HANH PHAN TICH GIS ,Practical Gis Analysis                                                                                                            ,61,1,1,30,30,Lab,0,0,30,0,0,0,0,MO,
,610105,KT XU LY NUOC THAI      ,Water Waste Treatment                                                                                                             ,61,3,3,60,45,Lec,45,15,0,0,0,0,0,MO,
,610106,AN TOAN M/TRUONG DAU KHI,Safety in Petroleum Environment                                                                                                   ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610107,KT MOI TRUONG (CN VLIEU),Environmental Engineering                                                                                                         ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
,610108,ISO 14000& KIEM TOAN MTR,ISO 14000 and Environmental Auditing                                                                                              ,61,2,2,45,30,Lec,30,15,0,0,0,0,0,MO,
